stimuli,emotion_stimuli,subject,emotion_subject
henmi_dis_au_cl_1_0,dis,SY,dis
kikuguti_dis_au_cl_4_0,dis,SY,ang
sirakura_dis_au_cl_1_0,dis,SY,dis
nakatakuma_dis_au_cl_1_0,dis,SY,dis
nishio_fea_au_mouth_2_0,fea,SY,fea
ota_fea_fr_2_0,fea,SY,fea
koyama_fea_fr_2_0,fea,SY,fea
iwagami_fea_au_mouth_1_0,fea,SY,fea
henmi_fea_au_mouth_2_0,fea,SY,fea
kikuguti_fea_au_mouth_1_0,fea,SY,fea
sirakura_fea_fr_2_0,fea,SY,fea
nakatakuma_fea_fr_1_0,fea,SY,fea
nishio_hap_au_du_1_0,hap,SY,hap
ota_hap_au_du_1_0,hap,SY,hap
koyama_hap_au_du_1_0,hap,SY,hap
iwagami_hap_au_du_2_0,hap,SY,hap
henmi_hap_au_du_1_0,hap,SY,hap
kikuguti_hap_au_du_4_0,hap,SY,hap
sirakura_hap_au_du_2_0,hap,SY,hap
nakatakuma_hap_au_du_1_0,hap,SY,hap
nishio_sad_au_1_0,sad,SY,sad
ota_sad_au_mouth_1_0,sad,SY,sad
koyama_sad_au_mouth_1_0,sad,SY,sad
iwagami_sad_au_mouth_3_0,sad,SY,sad
henmi_sad_au_mouth_3_0,sad,SY,sad
kikuguti_sad_au_1_0,sad,SY,sad
sirakura_sad_au_mouth_1_0_130,sad,SY,sad
nakatakuma_sad_au_2_0,sad,SY,sad
nishio_sur_au_mouth_2_0,sur,SY,sur
ota_sur_fr_1_0,sur,SY,sur
koyama_sur_fr_2_0,sur,SY,sur
iwagami_sur_au_mouth_2_0,sur,SY,sur
henmi_sur_au_mouth_2_0,sur,SY,sur
kikuguti_sur_fr_2_0,sur,SY,sur
sirakura_sur_fr_1_0,sur,SY,sur
nakatakuma_sur_au_mouth_2_0,sur,SY,sur
nishio_ang_au_cl_2_0,ang,KM,ang
ota_ang_au_cl_1_0,ang,KM,ang
koyama_ang_au_cl_2_0,ang,KM,ang
iwagami_ang_au_cl_1_0,ang,KM,ang
henmi_ang_au_cl_4_0,ang,KM,ang
kikuguti_ang_au_cl_1_0,ang,KM,ang
sirakura_ang_au_cl_3_0,ang,KM,dis
nakatakuma_ang_au_cl_2_0,ang,KM,ang
nishio_dis_au_cl_3_0,dis,KM,ang
ota_dis_au_cl_1_0,dis,KM,dis
koyama_dis_au_cl_2_0,dis,KM,dis
iwagami_dis_au_cl_1_0,dis,KM,dis
henmi_dis_au_cl_1_0,dis,KM,dis
kikuguti_dis_au_cl_4_0,dis,KM,dis
sirakura_dis_au_cl_1_0,dis,KM,sad
nakatakuma_dis_au_cl_1_0,dis,KM,dis
nishio_fea_au_mouth_2_0,fea,KM,fea
ota_fea_fr_2_0,fea,KM,fea
koyama_fea_fr_2_0,fea,KM,fea
iwagami_fea_au_mouth_1_0,fea,KM,fea
henmi_fea_au_mouth_2_0,fea,KM,fea
kikuguti_fea_au_mouth_1_0,fea,KM,sad
sirakura_fea_fr_2_0,fea,KM,fea
nakatakuma_fea_fr_1_0,fea,KM,fea
nishio_hap_au_du_1_0,hap,KM,hap
ota_hap_au_du_1_0,hap,KM,hap
koyama_hap_au_du_1_0,hap,KM,hap
iwagami_hap_au_du_2_0,hap,KM,hap
henmi_hap_au_du_1_0,hap,KM,hap
kikuguti_hap_au_du_4_0,hap,KM,hap
sirakura_hap_au_du_2_0,hap,KM,hap
nakatakuma_hap_au_du_1_0,hap,KM,hap
nishio_sad_au_1_0,sad,KM,sad
ota_sad_au_mouth_1_0,sad,KM,sad
koyama_sad_au_mouth_1_0,sad,KM,sad
iwagami_sad_au_mouth_3_0,sad,KM,sad
henmi_sad_au_mouth_3_0,sad,KM,sad
kikuguti_sad_au_1_0,sad,KM,sad
sirakura_sad_au_mouth_1_0_130,sad,KM,sad
nakatakuma_sad_au_2_0,sad,KM,sad
nishio_sur_au_mouth_2_0,sur,KM,sur
ota_sur_fr_1_0,sur,KM,sur
koyama_sur_fr_2_0,sur,KM,sur
iwagami_sur_au_mouth_2_0,sur,KM,sur
henmi_sur_au_mouth_2_0,sur,KM,sur
kikuguti_sur_fr_2_0,sur,KM,sur
sirakura_sur_fr_1_0,sur,KM,sur
nakatakuma_sur_au_mouth_2_0,sur,KM,sur
nishio_ang_au_cl_2_0,ang,SM,ang
ota_ang_au_cl_1_0,ang,SM,ang
koyama_ang_au_cl_2_0,ang,SM,ang
iwagami_ang_au_cl_1_0,ang,SM,sad
henmi_ang_au_cl_4_0,ang,SM,ang
kikuguti_ang_au_cl_1_0,ang,SM,ang
sirakura_ang_au_cl_3_0,ang,SM,dis
nakatakuma_ang_au_cl_2_0,ang,SM,ang
nishio_dis_au_cl_3_0,dis,SM,dis
ota_dis_au_cl_1_0,dis,SM,dis
koyama_dis_au_cl_2_0,dis,SM,dis
iwagami_dis_au_cl_1_0,dis,SM,dis
henmi_dis_au_cl_1_0,dis,SM,dis
kikuguti_dis_au_cl_4_0,dis,SM,dis
sirakura_dis_au_cl_1_0,dis,SM,dis
nakatakuma_dis_au_cl_1_0,dis,SM,dis
nishio_fea_au_mouth_2_0,fea,SM,fea
ota_fea_fr_2_0,fea,SM,fea
koyama_fea_fr_2_0,fea,SM,fea
iwagami_fea_au_mouth_1_0,fea,SM,fea
henmi_fea_au_mouth_2_0,fea,SM,fea
kikuguti_fea_au_mouth_1_0,fea,SM,sad
sirakura_fea_fr_2_0,fea,SM,fea
nakatakuma_fea_fr_1_0,fea,SM,fea
nishio_hap_au_du_1_0,hap,SM,hap
ota_hap_au_du_1_0,hap,SM,hap
koyama_hap_au_du_1_0,hap,SM,hap
iwagami_hap_au_du_2_0,hap,SM,hap
henmi_hap_au_du_1_0,hap,SM,hap
kikuguti_hap_au_du_4_0,hap,SM,hap
sirakura_hap_au_du_2_0,hap,SM,hap
nakatakuma_hap_au_du_1_0,hap,SM,hap
nishio_sad_au_1_0,sad,SM,sad
ota_sad_au_mouth_1_0,sad,SM,sad
koyama_sad_au_mouth_1_0,sad,SM,sad
iwagami_sad_au_mouth_3_0,sad,SM,sad
henmi_sad_au_mouth_3_0,sad,SM,sad
kikuguti_sad_au_1_0,sad,SM,sad
sirakura_sad_au_mouth_1_0_130,sad,SM,sad
nakatakuma_sad_au_2_0,sad,SM,sad
nishio_sur_au_mouth_2_0,sur,SM,sur
ota_sur_fr_1_0,sur,SM,sur
koyama_sur_fr_2_0,sur,SM,sur
iwagami_sur_au_mouth_2_0,sur,SM,sur
henmi_sur_au_mouth_2_0,sur,SM,sur
kikuguti_sur_fr_2_0,sur,SM,sur
sirakura_sur_fr_1_0,sur,SM,sur
nakatakuma_sur_au_mouth_2_0,sur,SM,sur
nishio_ang_au_cl_2_0,ang,SC,ang
ota_ang_au_cl_1_0,ang,SC,ang
koyama_ang_au_cl_2_0,ang,SC,ang
iwagami_ang_au_cl_1_0,ang,SC,ang
henmi_ang_au_cl_4_0,ang,SC,ang
kikuguti_ang_au_cl_1_0,ang,SC,ang
sirakura_ang_au_cl_3_0,ang,SC,ang
nakatakuma_ang_au_cl_2_0,ang,SC,ang
nishio_dis_au_cl_3_0,dis,SC,dis
ota_dis_au_cl_1_0,dis,SC,dis
koyama_dis_au_cl_2_0,dis,SC,dis
iwagami_dis_au_cl_1_0,dis,SC,dis
henmi_dis_au_cl_1_0,dis,SC,dis
kikuguti_dis_au_cl_4_0,dis,SC,dis
sirakura_dis_au_cl_1_0,dis,SC,dis
nakatakuma_dis_au_cl_1_0,dis,SC,dis
nishio_fea_au_mouth_2_0,fea,SC,fea
ota_fea_fr_2_0,fea,SC,fea
koyama_fea_fr_2_0,fea,SC,sur
iwagami_fea_au_mouth_1_0,fea,SC,fea
henmi_fea_au_mouth_2_0,fea,SC,fea
kikuguti_fea_au_mouth_1_0,fea,SC,sad
sirakura_fea_fr_2_0,fea,SC,fea
nakatakuma_fea_fr_1_0,fea,SC,fea
nishio_hap_au_du_1_0,hap,SC,hap
ota_hap_au_du_1_0,hap,SC,hap
koyama_hap_au_du_1_0,hap,SC,hap
iwagami_hap_au_du_2_0,hap,SC,hap
henmi_hap_au_du_1_0,hap,SC,hap
kikuguti_hap_au_du_4_0,hap,SC,hap
sirakura_hap_au_du_2_0,hap,SC,hap
nakatakuma_hap_au_du_1_0,hap,SC,hap
nishio_sad_au_1_0,sad,SC,sad
ota_sad_au_mouth_1_0,sad,SC,sad
koyama_sad_au_mouth_1_0,sad,SC,sad
iwagami_sad_au_mouth_3_0,sad,SC,sad
henmi_sad_au_mouth_3_0,sad,SC,sad
kikuguti_sad_au_1_0,sad,SC,sad
sirakura_sad_au_mouth_1_0_130,sad,SC,sad
nakatakuma_sad_au_2_0,sad,SC,sad
nishio_sur_au_mouth_2_0,sur,SC,sur
ota_sur_fr_1_0,sur,SC,sur
koyama_sur_fr_2_0,sur,SC,sur
iwagami_sur_au_mouth_2_0,sur,SC,sur
henmi_sur_au_mouth_2_0,sur,SC,sur
kikuguti_sur_fr_2_0,sur,SC,fea
sirakura_sur_fr_1_0,sur,SC,sur
nakatakuma_sur_au_mouth_2_0,sur,SC,sur
nishio_ang_au_cl_2_0,ang,HA,ang
ota_ang_au_cl_1_0,ang,HA,ang
koyama_ang_au_cl_2_0,ang,HA,ang
iwagami_ang_au_cl_1_0,ang,HA,ang
henmi_ang_au_cl_4_0,ang,HA,ang
kikuguti_ang_au_cl_1_0,ang,HA,ang
sirakura_ang_au_cl_3_0,ang,HA,ang
nakatakuma_ang_au_cl_2_0,ang,HA,ang
nishio_dis_au_cl_3_0,dis,HA,sad
ota_dis_au_cl_1_0,dis,HA,dis
koyama_dis_au_cl_2_0,dis,HA,dis
iwagami_dis_au_cl_1_0,dis,HA,dis
henmi_dis_au_cl_1_0,dis,HA,dis
kikuguti_dis_au_cl_4_0,dis,HA,dis
sirakura_dis_au_cl_1_0,dis,HA,sad
nakatakuma_dis_au_cl_1_0,dis,HA,dis
nishio_fea_au_mouth_2_0,fea,HA,fea
ota_fea_fr_2_0,fea,HA,fea
koyama_fea_fr_2_0,fea,HA,fea
iwagami_fea_au_mouth_1_0,fea,HA,fea
henmi_fea_au_mouth_2_0,fea,HA,fea
kikuguti_fea_au_mouth_1_0,fea,HA,sad
sirakura_fea_fr_2_0,fea,HA,fea
nakatakuma_fea_fr_1_0,fea,HA,fea
nishio_hap_au_du_1_0,hap,HA,hap
ota_hap_au_du_1_0,hap,HA,hap
koyama_hap_au_du_1_0,hap,HA,hap
iwagami_hap_au_du_2_0,hap,HA,hap
henmi_hap_au_du_1_0,hap,HA,hap
kikuguti_hap_au_du_4_0,hap,HA,hap
sirakura_hap_au_du_2_0,hap,HA,hap
nakatakuma_hap_au_du_1_0,hap,HA,hap
nishio_sad_au_1_0,sad,HA,sad
ota_sad_au_mouth_1_0,sad,HA,sad
koyama_sad_au_mouth_1_0,sad,HA,sad
iwagami_sad_au_mouth_3_0,sad,HA,sad
henmi_sad_au_mouth_3_0,sad,HA,sad
kikuguti_sad_au_1_0,sad,HA,sad
sirakura_sad_au_mouth_1_0_130,sad,HA,sad
nakatakuma_sad_au_2_0,sad,HA,sad
nishio_sur_au_mouth_2_0,sur,HA,fea
ota_sur_fr_1_0,sur,HA,sur
koyama_sur_fr_2_0,sur,HA,sur
iwagami_sur_au_mouth_2_0,sur,HA,sur
henmi_sur_au_mouth_2_0,sur,HA,sur
kikuguti_sur_fr_2_0,sur,HA,sur
sirakura_sur_fr_1_0,sur,HA,sur
nakatakuma_sur_au_mouth_2_0,sur,HA,sur
